MAT_LANE_YM;YYYYMM;Business Unit ACDC;BU SCND;PDCL_Desc_SCND;PRDH_BusinessUnit_SCND;PRDH_ProductSubclassDescription;PRDH_StatisticGroupDescription;Product Number ACDC;Product SCND;Product Number 10 ACDC;Material Description ACDC;Material Description SCND;Brokername ACDC;Importername ACDC;Supplier Name ACDC;CoO ACDC;CoO SCND;From Country ACDC;From Country SCND;From Country Short Text;From Country Name SCND;To Country ACDC;To Country SCND;To Country Short Text;To Country Name SCND;From SAP SCND;To SAP SCND;From Location SCND;To Location SCND;HS Codes in ACDC;HS Code Text ACDC;HS Code2 in ACDC;HS Code2 Text ACDC;HS Code First 6 ACDC;HS Code First 6 Text ACDC;PREFERENCECODE1;Quantity  ACDC;Quantity UoM ACDC;ALL_RELATED_UOMS_COLLECTED;Brutto Weight Material MARA;Weight UoM;Sum_Quantity_SCND;Sum_Volume_cbm_SCND;Sum_Weight_kg_SCND;Material_Value_EUR_SCND;Value_Per_Piece_SCND;Sum_Pallets_SCND;Advalorem Duty Rate ACDC;ESTBASETOTALDUTLINEVALUE_SUM;ESTBASELINEDUTY_SUM;ESTBASEADDLLINEDUTY_SUM;ESTBASETOTALLINEDUTY_SUM;Freight Payer SCND;Freight Payer Division SCND;Category;Division Profitcenter;Plant Profitcenter;RB part name;CAPRI TOTAL DEMAND;CAPRI_TOTAL_CATEGORY_DEMAND
1267691812DECN202602;202602;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_OSx (Magnet Valve);1267691812;P00268 - Electronic Stability Program (ESP);1267691812;electromagnetic valve spool;SOLENOID VALVE;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Robert Bosch GmbH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8481901000;Parts of valves(usedfor pipes, boiler, sr products)     ;?;?;848190;?;;16200;PCS;?;10,74;G;32400;0,631;388,874;16433,28;0,5072;2,88;0,04;8854;354;0;354;Bosch;VM;;;;;;
1267691812DECN202604;202604;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_OSx (Magnet Valve);1267691812;P00268 - Electronic Stability Program (ESP);1267691812;electromagnetic valve spool;SOLENOID VALVE;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Robert Bosch GmbH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8481901000;Parts of valves(usedfor pipes, boiler, sr products)     ;?;?;848190;?;;64800;PCS;?;10,74;G;81000;1,578;972,185;41083,2;0,5072;7,2;0,04;37563;1503;0;1503;Bosch;VM;;;;;;
1267691814DECN202604;202604;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_OSx (Magnet Valve);1267691814;P00268 - Electronic Stability Program (ESP);1267691814;electromagnetic valve spool;SOLENOID VALVE;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8481901000;Parts of valves(usedfor pipes, boiler, sr products)     ;?;?;848190;?;;600;PCS;?;10,74;G;600;0,013;7,22;304,32;0,5072;0,037;0,04;351;14;0;14;Bosch;VM;;;;;;
1267693802DECN202602;202602;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;MV_CSx (Magnet Valve);1267693802;P01893 - IPB;1267693802;electromagnetic valve spool;SOLENOID VALVE;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8481901000;Parts of valves(usedfor pipes, boiler, sr products)     ;?;?;848190;?;;48600;PCS;?;11,75;G;48600;1,066;633,858;31492,8;0,648;3;0,04;35840;1434;0;1434;Bosch;VM;;;;;;
1267693802DECN202603;202603;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;MV_CSx (Magnet Valve);1267693802;P01893 - IPB;1267693802;electromagnetic valve spool;SOLENOID VALVE;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8481901000;Parts of valves(usedfor pipes, boiler, sr products)     ;?;?;848190;?;;372600;PCS;?;11,75;G;502200;11,011;6549,866;325425,59;0,64799998;31;0,04;279022;11161;0;11161;Bosch;VM;;;;;;
1267693802DECN202604;202604;VM;VM-NBS;IPB;VM-NBS;IPB CKD-Components;MV_CSx (Magnet Valve);1267693802;P01893 - IPB;1267693802;electromagnetic valve spool;SOLENOID VALVE;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;ROBERT BOSCH GMBH;DE;DE;DE;DE;Germany;DE;CN;CN;China;CN;050W;6751;Plant Blaichach;Plant Suzhou;8481901000;Parts of valves(usedfor pipes, boiler, sr products)     ;?;?;848190;?;;421200;PCS;?;11,75;G;469800;10,301;6127,294;304430,39;0,647999979;29;0,04;314942;12598;0;12598;Bosch;VM;;;;;;
1267695810JPIN202601;202601;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695810589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695810;1267695810589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;46275;PCS;PCS;10,74;G;96000;1,691;1161,835;25100,25;0,261460938;3,363;0;12099;0;0;0;Bosch;VM;;;;;;
1267695810JPIN202602;202602;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695810589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695810;1267695810589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;149256;PCS;PCS;10,74;G;105600;1,86;1278,019;27339,62;0,258897917;3,699;0;38642;0;0;0;Bosch;VM;;;;;;
1267695810JPIN202603;202603;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695810589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695810;1267695810589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;182253;PCS;PCS;10,74;G;182400;3,213;2207,487;48019,63;0,263265515;6,389;0;47981;0;0;0;Bosch;VM;;;;;;
1267695810JPIN202604;202604;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695810589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695810;1267695810589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;154025;PCS;PCS;10,74;G;144000;2,536;1742,754;37656,41;0,261502847;5,044;0;40278;0;0;0;Bosch;VM;;;;;;
1267695810JPIN202604;202604;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695810;P00268 - Electronic Stability Program (ESP);1267695810;;SOLENOID VALVE;A.V. GLOBAL CORPORATION PVT. LIMITED;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;48000;PCS;NOS;10,74;G;144000;2,536;1742,754;37656,41;0,261502847;5,044;0;15702;0;0;0;Bosch;VM;;;;;;
1267695810JPIN202605;202605;CC;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695810;P00268 - Electronic Stability Program (ESP);1267695810;;SOLENOID VALVE;A.V. GLOBAL CORPORATION PVT. LIMITED;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;124800;PCS;NOS;10,74;G;153600;2,706;1858,936;39532,64;0,257373958;5,38;0;40460;0;0;0;Bosch;VM;;;;;;
1267695812JPIN202601;202601;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695812589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695812;1267695812589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;491626;PCS;PCS;9,38;G;508800;9,098;5419,236;133031,34;0,261460967;21,367;0;128541;0;0;0;Bosch;VM;;;;;;
1267695812JPIN202602;202602;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695812589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695812;1267695812589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;308956;PCS;PCS;9,38;G;364800;6,523;3885,489;94445,96;0,258897917;15,32;0;79988;0;0;0;Bosch;VM;;;;;;
1267695812JPIN202603;202603;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695812589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695812;1267695812589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;481263;PCS;PCS;9,38;G;412800;7,381;4396,739;108676;0,263265504;17,335;0;126700;0;0;0;Bosch;VM;;;;;;
1267695812JPIN202604;202604;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695812589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695812;1267695812589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;405625;PCS;PCS;9,38;G;345600;6,18;3680,991;90375,32;0,261502662;14,513;0;106072;0;0;0;Bosch;VM;;;;;;
1267695812JPIN202604;202604;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695812;P00268 - Electronic Stability Program (ESP);1267695812;;SOLENOID VALVE;A.V. GLOBAL CORPORATION PVT. LIMITED;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;124800;PCS;NOS;9,38;G;345600;6,18;3680,991;90375,32;0,261502662;14,513;0;40825;0;0;0;Bosch;VM;;;;;;
1267695812JPIN202605;202605;CC;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695812;P00268 - Electronic Stability Program (ESP);1267695812;;SOLENOID VALVE;A.V. GLOBAL CORPORATION PVT. LIMITED;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;288000;PCS;NOS;9,38;G;364800;6,523;3885,489;93890,03;0,257373986;15,32;0;94801;0;0;0;Bosch;VM;;;;;;
1267695813CNIN202601;202601;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);12676958132CG-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695813;;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH AUTOMOTIVE PRODUCTS ( SUZHOU ) CO. , LTD.;CN;CN;CN;CN;China;CN;IN;IN;India;IN;675W;1810;Plant Suzhou;Plant Chakan;84818090;Other      ;?;?;848180;?;;229993;PCS;PCS;9,38;G;201600;3,992;2160,585;59010,21;0,292709375;8,774;0,08;67321;0;505;505;Bosch;VM;;;;;;
1267695813CNIN202602;202602;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);12676958132CG-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695813;;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH AUTOMOTIVE PRODUCTS ( SUZHOU ) CO. , LTD.;CN;CN;CN;CN;China;CN;IN;IN;India;IN;675W;1810;Plant Suzhou;Plant Chakan;84818090;Other      ;?;?;848180;?;;231414;PCS;PCS;9,38;G;96000;1,901;1028,85;28462,7;0,296486458;4,178;0,08;68611;0;515;515;Bosch;VM;;;;;;
1267695813CNIN202602;202602;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);12676958132CG-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695813;;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH AUTOMOTIVE PRODUCTS ( SUZHOU ) CO. , LTD.;CN;CN;CN;CN;China;CN;IN;IN;India;IN;675W;1810;Plant Suzhou;Plant Chakan;84818090;Other      ;?;?;848180;?;;231414;PCS;PCS;9,38;G;105600;2,091;1131,735;31308,97;0,296486458;4,596;0,08;68611;0;515;515;Bosch;VM;;;;;;
1267695813JPCN202601;202601;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695813;P00268 - Electronic Stability Program (ESP);1267695813;electromagnetic valve spool;SOLENOID VALVE;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Bosch Corporation;JP;JP;JP;JP;Japan;JP;CN;CN;China;CN;E14K;6751;Warehouse Tochigi;Plant Suzhou;8481901000;Parts of valves(usedfor pipes, boiler, sr products)     ;?;?;848190;?;;300;PCS;?;9,38;G;300;0,006;3,215;78,44;0,261466667;0,013;0,04;114;5;0;5;Bosch;VM;;;;;;
1267695813JPIN202601;202601;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695813589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695813;;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;758832;PCS;PCS;9,38;G;882900;17,481;9462,204;230843,86;0,261460936;38,426;0;198405;0;0;0;Bosch;VM;;;;;;
1267695813JPIN202602;202602;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695813589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695813;;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;925720;PCS;PCS;9,38;G;768000;15,206;8230,8;198833,59;0,258897904;33,426;0;239667;0;0;0;Bosch;VM;;;;;;
1267695813JPIN202603;202603;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695813589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695813;;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;"84818090;84818090";"Other      ;Other      ";"?;?";"?;?";"848180;848180";"?;?";069/2011;1036983;PCS;PCS;9,38;G;1267200;25,09;13580,82;333610,19;0,263265617;55,152;0;273002;0;0;0;Bosch;VM;;;;;;
1267695813JPIN202604;202604;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695813589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267695813;;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;896484;PCS;PCS;9,38;G;1123200;22,239;12037,545;293719,76;0,261502635;48,885;0;234433;0;0;0;Bosch;VM;;;;;;
1267695813JPIN202604;202604;CC;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695813;P00268 - Electronic Stability Program (ESP);1267695813;;SOLENOID VALVE;A.V. GLOBAL CORPORATION PVT. LIMITED;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;470400;PCS;NOS;9,38;G;1123200;22,239;12037,545;293719,76;0,261502635;48,885;0;153267;0;0;0;Bosch;VM;;;;;;
1267695813JPIN202605;202605;CC;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_ICx (Magnet Valve);1267695813;P00268 - Electronic Stability Program (ESP);1267695813;;SOLENOID VALVE;A.V. GLOBAL CORPORATION PVT. LIMITED;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;528000;PCS;NOS;9,38;G;547200;10,834;5864,439;140835,05;0,257373995;23,816;0;174158;0;0;0;Bosch;VM;;;;;;
1267697801JPIN202601;202601;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_SCx (Magnet Valve);1267697801589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267697801;1267697801589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;66975;PCS;PCS;9,6;G;67200;1,332;731,052;32001,24;0,476208929;3,212;0;31894;0;0;0;Bosch;VM;;;;;;
1267697801JPIN202602;202602;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_SCx (Magnet Valve);1267697801589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267697801;1267697801589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;34186;PCS;PCS;9,6;G;38400;0,761;417,744;18107,22;0,471542188;1,836;0;16120;0;0;0;Bosch;VM;;;;;;
1267697801JPIN202603;202603;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_SCx (Magnet Valve);1267697801589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267697801;1267697801589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;45212;PCS;PCS;9,6;G;48000;0,952;522,18;23015,69;0,479493542;2,294;0;21679;0;0;0;Bosch;VM;;;;;;
1267697801JPIN202604;202604;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_SCx (Magnet Valve);1267697801589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267697801;1267697801589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;34782;PCS;PCS;9,6;G;48000;0,952;522,18;22861,75;0,476286458;2,294;0;16566;0;0;0;Bosch;VM;;;;;;
1267697801JPIN202604;202604;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_SCx (Magnet Valve);1267697801;P00268 - Electronic Stability Program (ESP);1267697801;;SOLENOID VALVE;A.V. GLOBAL CORPORATION PVT. LIMITED;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;48000;PCS;NOS;9,6;G;48000;0,952;522,18;22861,75;0,476286458;2,294;0;27975;0;0;0;Bosch;VM;;;;;;
1267697801JPIN202605;202605;CC;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_SCx (Magnet Valve);1267697801;P00268 - Electronic Stability Program (ESP);1267697801;;SOLENOID VALVE;A.V. GLOBAL CORPORATION PVT. LIMITED;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;9600;PCS;NOS;9,6;G;19200;0,381;208,872;9000,29;0,468765104;0,918;0;5821;0;0;0;Bosch;VM;;;;;;
1267697802JPCN202601;202601;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_SCx (Magnet Valve);1267697802;P00268 - Electronic Stability Program (ESP);1267697802;electromagnetic valve spool;SOLENOID VALVE;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Bosch Corporation;JP;JP;JP;JP;Japan;JP;CN;CN;China;CN;676W;6751;Plant Tochigi;Plant Suzhou;8481901000;Parts of valves(usedfor pipes, boiler, sr products)     ;?;?;848190;?;;900;PCS;?;9,53;G;900;0,014;9,971;429,03;0,4767;0,023;0,04;584;23;0;23;Bosch;VM;;;;;;
1267698800JPCN202602;202602;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_SCx (Magnet Valve);1267698800;P00268 - Electronic Stability Program (ESP);1267698800;electromagnetic valve spool;SOLENOID VALVE;Suzhou Branch of China Transportation Yangtze River Co., Ltd;Bosch Automotive Components (Suzhou) Co., Ltd;Bosch Corporation;JP;JP;JP;JP;Japan;JP;CN;CN;China;CN;E14K;6751;Warehouse Tochigi;Plant Suzhou;8481901000;Parts of valves(usedfor pipes, boiler, sr products)     ;?;?;848190;?;;600;PCS;?;9,49;G;600;0,011;6,442;156,44;0,260733333;0,026;0,04;179;7;0;7;Bosch;VM;;;;;;
1267698800JPIN202601;202601;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_SCx (Magnet Valve);1267698800589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267698800;1267698800589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;380559;PCS;PCS;9,49;G;460800;8,677;4947,12;121333,2;0,263309896;20,175;0;100205;0;0;0;Bosch;VM;;;;;;
1267698800JPIN202602;202602;VM;VM-ESP;Electronic Stability Program (ESP);VM-ESP;ESP CKD-Components;MV_SCx (Magnet Valve);1267698800589-SOLENOID;P00268 - Electronic Stability Program (ESP);1267698800;1267698800589-SOLENOID VALVE;SOLENOID VALVE;CLASSIC CLEARING & FORWARDING PVT.LTD.;BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED;BOSCH CORPORATION;JP;JP;JP;JP;Japan;JP;IN;IN;India;IN;E14K;1810;Warehouse Tochigi;Plant Chakan;84818090;Other      ;?;?;848180;?;069/2011;413974;PCS;PCS;9,49;G;422400;7,954;4534,86;110132;0,260729167;18,494;0;107935;0;0;0;Bosch;VM;;;;;;
